**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* Site uses SBE HydroCat-EP sondes for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Meteorological data use Vaisala WXT510 stations. 
* 
* 
* 
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* 
* 
* 
* Site coordinates: Lat 47.37611, Long -122.45722 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Air_Pressure_inHg	Qual_Air_Pressure	Rain_Fall_in	Qual_Rain_Fall	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	
2/25/2023 12:00:00 AM	6.847	210	7.057	210	29.394	210	90.7	9.06	210	2.02	210	1.21	210	7.94	210	1023.03080	210	31.5	210	0.99	330	30.08	210	0.000	210	63.4	210	101	210	1.2	210	10.8	12.8		
2/25/2023 12:15:00 AM	6.730	210	7.104	210	29.402	210	90.8	9.07	210	2.43	210	1.05	210	7.94	210	1023.02977	210	30.8	210	0.99	330	30.09	210	0.000	210	65.7	210	173	210	0.7	210	10.7	12.9		
2/25/2023 12:30:00 AM	6.633	210	7.088	210	29.398	210	90.7	9.06	210	2.21	210	1.13	210	7.94	210	1023.02874	210	30.4	210	0.98	330	30.08	210	0.000	210	68.8	210	172	210	0.8	210	10.7	12.8		
2/25/2023 12:45:00 AM	6.550	210	7.207	210	29.421	210	90.5	9.02	210	2.07	210	0.89	210	7.93	210	1023.03071	210	30.2	210	0.99	330	30.09	210	0.000	210	69.4	210	161	210	0.8	210	10.7	12.8		
2/25/2023 1:00:00 AM	6.456	210	7.187	210	29.415	210	90.2	8.99	210	2.41	210	0.84	210	7.93	210	1023.02849	210	30.2	210	0.98	330	30.09	210	0.000	210	70.7	210	146	210	0.6	210	10.7	12.9		
2/25/2023 1:15:00 AM	6.386	210	7.157	210	29.411	210	90.2	9.00	210	2.04	210	0.94	210	7.93	210	1023.02907	210	30.1	210	0.99	330	30.09	210	0.000	210	73.0	210	131	210	0.5	210	10.7	12.9		
2/25/2023 1:30:00 AM	6.349	210	7.141	210	29.406	210	90.3	9.01	210	1.42	210	0.96	210	7.93	210	1023.02645	210	29.9	210	0.99	330	30.09	210	0.000	210	74.5	210	146	210	0.7	210	10.7	12.8		
2/25/2023 1:45:00 AM	6.335	210	7.139	210	29.407	210	90.0	8.98	210	1.48	210	1.10	210	7.93	210	1023.02705	210	29.3	210	0.98	330	30.09	210	0.000	210	77.0	210	165	210	0.9	210	10.7	12.8		
2/25/2023 2:00:00 AM	6.328	210	7.140	210	29.405	210	89.9	8.97	210	1.50	210	1.03	210	7.93	210	1023.02598	210	29.3	210	0.98	330	30.09	210	0.000	210	75.0	210	160	210	0.9	210	10.7	12.8		
2/25/2023 2:15:00 AM	6.331	210	7.131	210	29.405	210	89.9	8.97	210	1.91	210	0.91	210	7.93	210	1023.02657	210	29.3	210	0.99	330	30.09	210	0.000	210	68.1	210	125	210	0.9	210	10.7	12.8		
2/25/2023 2:30:00 AM	6.351	210	7.124	210	29.405	210	90.1	8.99	210	2.03	210	1.18	210	7.93	210	1023.02763	210	29.3	210	0.98	330	30.09	210	0.000	210	71.4	210	143	210	0.4	210	10.7	12.8		
2/25/2023 2:45:00 AM	6.405	210	7.137	210	29.406	210	90.0	8.98	210	2.20	210	0.94	210	7.93	210	1023.02767	210	29.2	210	0.98	330	30.09	210	0.000	210	71.0	210	161	210	0.9	210	10.7	12.8		
2/25/2023 3:00:00 AM	6.471	210	7.109	210	29.402	210	89.9	8.98	210	3.41	210	1.07	210	7.93	210	1023.02830	210	29.5	210	0.98	330	30.08	210	0.000	210	70.9	210	112	210	0.8	210	10.7	12.8		
2/25/2023 3:15:00 AM	6.547	210	7.084	210	29.397	210	89.7	8.96	210	1.69	210	0.91	210	7.93	210	1023.02789	210	29.7	210	0.98	330	30.08	210	0.000	210	74.8	210	116	210	0.6	210	10.7	12.8		
2/25/2023 3:30:00 AM	6.646	210	7.073	210	29.397	210	89.2	8.91	210	2.43	210	1.04	210	7.92	210	1023.02948	210	29.5	210	0.98	330	30.08	210	0.000	210	78.0	210	137	210	0.4	210	10.7	12.7		
2/25/2023 3:45:00 AM	6.753	210	7.099	210	29.400	210	89.1	8.90	210	1.71	210	1.15	210	7.92	210	1023.02928	210	29.0	210	0.98	330	30.07	210	0.000	210	79.6	210	168	210	0.8	210	10.7	12.7		
2/25/2023 4:00:00 AM	6.897	210	7.138	210	29.407	210	89.0	8.88	210	1.45	210	1.38	210	7.92	210	1023.03065	210	29.0	210	0.98	330	30.07	210	0.000	210	74.4	210	113	210	0.6	210	10.7	12.8		
