**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 2, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic  SeaFET sensors for are used for high-precision pH.
* 
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Final values after correction from water samples are given by “SeaFET_EXT_pH_recal” and “SeaFET_INT_pH_recal”, and may substantially change pH from real-time calculations. ‘SeaFET_EXT_pH’ gives un-corrected values. Review qualifier codes prior to using data.

* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* 
* Site coordinates: Lat 47.39394, Long -122.46350 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Sonde_pH	Qual_Sonde_pH	Density_kg/m^3	Qual_Water_Density	Turbidity_NTU	Qual_Turbidity	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
2/25/2023 12:00:00 AM	1.067	210	6.196	210	28.701	210	101.3	10.38	210	2.57	210	7.96	210	1022.56141	210	1.10	210		999	7.134	300		999	6.219	210	6.231	330	13.8	13.3		-1.020000	-0.983000		
2/25/2023 12:15:00 AM	1.069	210	6.192	210	28.787	210	101.5	10.40	210	2.34	210	7.96	210	1022.62942	210	1.04	210		999	7.044	300		999	6.223	210	6.197	330	13.8	13.3		-1.024000	-0.985000		
2/25/2023 12:30:00 AM	1.067	210	6.190	210	28.774	210	101.7	10.41	210	2.25	210	7.96	210	1022.61934	210	1.08	210		999	7.043	300		999	6.226	210	6.178	330	13.8	13.3		-1.025000	-0.986000		
2/25/2023 12:45:00 AM	1.068	210	6.200	210	28.838	210	101.8	10.42	210	2.91	210	7.96	210	1022.66881	210	1.05	210		999	7.036	300		999	6.224	210	6.197	330	13.8	13.3		-1.025000	-0.985000		
2/25/2023 1:00:00 AM	1.073	210	6.198	210	28.845	210	101.9	10.44	210	2.38	210	7.96	210	1022.67409	210	1.12	210		999	7.055	300		999	6.223	210	6.143	330	13.8	13.3		-1.024000	-0.988000		
2/25/2023 1:15:00 AM	1.069	210	6.211	210	28.865	210	102.0	10.44	210	2.96	210	7.96	210	1022.68846	210	1.03	210		999	6.961	300		999	6.223	210	6.162	330	13.8	13.3		-1.029000	-0.987000		
2/25/2023 1:30:00 AM	1.072	210	6.261	210	28.907	210	102.0	10.42	210	3.65	210	7.96	210	1022.71595	210	0.90	210		999	6.919	300		999	6.226	210	6.054	330	13.8	13.3		-1.031000	-0.993000		
2/25/2023 1:45:00 AM	1.069	210	6.253	210	28.896	210	101.9	10.41	210	3.12	210	7.96	210	1022.70809	210	0.92	210		999	6.855	300		999	6.231	210		440	13.8	13.3		-1.035000	-0.997000		
2/25/2023 2:00:00 AM	1.075	210	6.235	210	28.884	210	101.8	10.41	210	2.66	210	7.96	210	1022.70058	210	0.81	210		999	6.820	300		999	6.234	210		440	13.8	13.3		-1.037000	-0.999000		
2/25/2023 2:15:00 AM	1.071	210	6.225	210	28.870	210	101.8	10.41	210	3.12	210	7.96	210	1022.69077	210	0.86	210		999	6.761	300		999	6.228	210		440	13.8	13.3		-1.040000	-0.999000		
2/25/2023 2:30:00 AM	1.071	210	6.224	210	28.877	210	101.9	10.42	210	3.15	210	7.96	210	1022.69673	210	0.92	210		999	6.816	300		999	6.228	210		440	13.8	13.3		-1.037000	-1.002000		
2/25/2023 2:45:00 AM	1.071	210	6.173	210	28.793	210	101.7	10.42	210	2.01	210	7.96	210	1022.63628	210	0.91	210		999	6.753	300		999	6.229	210		440	13.8	13.3		-1.041000	-1.002000		
2/25/2023 3:00:00 AM	1.069	210	6.112	210	28.766	210	101.2	10.39	210	2.03	210	7.96	210	1022.62181	210	0.83	210		999	6.726	300		999	6.218	210		440	13.8	13.3		-1.042000	-1.004000		
2/25/2023 3:15:00 AM	1.068	210	6.164	210	28.805	210	101.2	10.37	210	3.06	210	7.96	210	1022.64715	210	0.99	210		999	6.747	300		999	6.200	210		440	13.8	13.3		-1.041000	-1.003000		
2/25/2023 3:30:00 AM	1.070	210	6.141	210	28.775	210	101.1	10.36	210	3.18	210	7.96	210	1022.62565	210	0.93	210		999	6.759	300		999	6.188	210		440	13.8	13.3		-1.040000	-1.003000		
2/25/2023 3:45:00 AM	1.066	210	6.123	210	28.773	210	101.0	10.36	210	2.74	210	7.96	210	1022.62617	210	0.90	210		999	6.705	300		999	6.185	210		440	13.8	13.3		-1.043000	-1.008000		
2/25/2023 4:00:00 AM	1.062	210	6.168	210	28.830	210	101.1	10.36	210	2.81	210	7.96	210	1022.66612	210	0.96	210		999	6.762	300		999	6.168	210		440	13.8	13.3		-1.040000	-1.001000		
