**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* Site uses SBE HydroCat-EP sondes for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Meteorological data use Vaisala WXT510 stations. 
* 
* There are two sondes at the Seattle Aquarium site: at approximately 1 m and 10 m depths. The sondes are distinguished in the column header by the number at the end of the parameter name (1 = 1 m, 2 = 10 m).
* Meteorological data are no longer available at this site beginning March 14, 2019.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* 
* 
* 
* Site coordinates: Lat 47.60786, Long -122.34360 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 9> Missing data.
***END***
Date	1_Depth_m	Qual_1_Depth	2_Depth_m	Qual_2_Depth	1_Water_Temperature_degC	Qual_1_Water_Temperature	2_Water_Temperature_degC	Qual_2_Water_Temperature	1_Salinity_PSU	Qual_1_Salinity	2_Salinity_PSU	Qual_2_Salinity	1_Dissolved_Oxygen_%Sat	1_Dissolved_Oxygen_mg/L	Qual_1_DO	2_Dissolved_Oxygen_%Sat	2_Dissolved_Oxygen_mg/L	Qual_2_DO	1_Chlorophyll_Fluorescence_ug/L	Qual_1_Chlorophyll_Fluorescence	2_Chlorophyll_Fluorescence_ug/L	Qual_2_Chlorophyll_Fluorescence	1_Turbidity_NTU	Qual_1_Turbidity	2_Turbidity_NTU	Qual_2_Turbidity	1_Sonde_pH	Qual_1_Sonde_pH	2_Sonde_pH	Qual_2_Sonde_pH	1_Density_kg/m^3	Qual_1_Water_Density	2_Density_kg/m^3	Qual_2_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Air_Pressure_inHg	Qual_Air_Pressure	Rain_Fall_in	Qual_Rain_Fall	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	1_Sonde_Batt_V	2_Sonde_Batt_V	Logger_Batt_V	1_Sonde_ID	2_Sonde_ID	
3/10/2023 12:00:00 AM	0.732	210	9.588	210	8.119	210	8.086	210	29.589	210	29.710	210	84.9	8.27	210	82.7	8.06	210	0.83	210	0.53	210	0.29	210	0.37	210	7.81	210	7.71	210	1023.01440	210	1023.15419	210															13.4	13.8	13.1			
3/10/2023 12:15:00 AM	0.747	210	9.602	210	8.116	210	8.087	210	29.589	210	29.691	210	84.6	8.25	210	82.9	8.08	210	0.83	210	0.65	210	0.28	210	0.34	210	7.81	210	7.71	210	1023.01447	210	1023.13927	210															13.4	13.8	13.1			
3/10/2023 12:30:00 AM	0.744	210	9.633	210	8.052	210	8.087	210	29.351	210	29.693	210	86.6	8.46	210	83.1	8.09	210	0.63	210	0.59	210	0.25	210	0.35	210	7.81	210	7.71	210	1022.83706	210	1023.14125	210															13.4	13.8	13.0			
3/10/2023 12:45:00 AM	0.783	210	9.672	210	8.007	210	8.087	210	29.212	210	29.700	210	87.4	8.56	210	81.8	7.97	210	0.64	210	0.63	210	0.25	210	0.35	210	7.81	210	7.71	210	1022.73398	210	1023.14610	210															13.4	13.8	13.0			
3/10/2023 1:00:00 AM	0.821	210	9.713	210	8.028	210	8.084	210	29.183	210	29.716	210	87.3	8.54	210	82.4	8.03	210	0.53	210	0.53	210	0.24	210	0.35	210	7.81	210	7.71	210	1022.70824	210	1023.16029	210															13.4	13.8	13.0			
3/10/2023 1:15:00 AM	0.832	210	9.749	210	8.058	210	8.083	210	29.309	210	29.720	210	86.7	8.48	210	82.2	8.01	210	0.60	210	0.57	210	0.25	210	0.35	210	7.81	210	7.71	210	1022.80346	210	1023.16412	210															13.4	13.8	13.1			
3/10/2023 1:30:00 AM	0.845	210	9.736	210	8.045	210	8.082	210	29.251	210	29.723	210	86.7	8.48	210	82.1	8.00	210	0.57	210	0.52	210	0.25	210	0.36	210	7.81	210	7.71	210	1022.75914	210	1023.16636	210															13.4	13.8	13.1			
3/10/2023 1:45:00 AM	0.842	210	9.753	210	8.067	210	8.083	210	29.364	210	29.715	210	86.4	8.44	210	82.3	8.02	210	0.60	210	0.61	210	0.25	210	0.33	210	7.81	210	7.71	210	1022.84521	210	1023.15984	210															13.4	13.8	13.0			
3/10/2023 2:00:00 AM	0.856	210	9.745	210	8.065	210	8.081	210	29.368	210	29.716	210	86.5	8.45	210	82.4	8.03	210	0.62	210	0.55	210	0.25	210	0.35	210	7.81	210	7.71	210	1022.84852	210	1023.16089	210															13.4	13.8	13.0			
3/10/2023 2:15:00 AM	0.854	210	9.755	210	8.026	210	8.082	210	29.246	210	29.713	210	86.5	8.46	210	83.1	8.10	210	0.58	210	0.61	210	0.21	210	0.33	210	7.81	210	7.71	210	1022.75807	210	1023.15865	210															13.4	13.8	13.1			
3/10/2023 2:30:00 AM	0.844	210	9.755	210	8.018	210	8.081	210	29.250	210	29.715	210	86.6	8.48	210	83.2	8.11	210	0.59	210	0.57	210	0.23	210	0.34	210	7.81	210	7.71	210	1022.76222	210	1023.16021	210															13.4	13.8	13.0			
3/10/2023 2:45:00 AM	0.864	210	9.760	210	8.043	210	8.081	210	29.333	210	29.719	210	84.9	8.30	210	83.1	8.10	210	0.48	210	0.60	210	0.24	210	0.32	210	7.81	210	7.71	210	1022.82381	210	1023.16315	210															13.4	13.8	13.1			
3/10/2023 3:00:00 AM	0.855	210	9.748	210	8.033	210	8.081	210	29.314	210	29.720	210	85.1	8.32	210	83.0	8.09	210	0.49	210	0.51	210	0.24	210	0.36	210	7.81	210	7.71	210	1022.81085	210	1023.16380	210															13.4	13.8	13.0			
