**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* Site uses SBE HydroCat-EP sondes for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Meteorological data use Vaisala WXT510 stations. 
* 
* There are two sondes at the Seattle Aquarium site: at approximately 1 m and 10 m depths. The sondes are distinguished in the column header by the number at the end of the parameter name (1 = 1 m, 2 = 10 m).
* Meteorological data are no longer available at this site beginning March 14, 2019.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* 
* 
* 
* Site coordinates: Lat 47.60786, Long -122.34360 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 9> Missing data.
***END***
Date	1_Depth_m	Qual_1_Depth	2_Depth_m	Qual_2_Depth	1_Water_Temperature_degC	Qual_1_Water_Temperature	2_Water_Temperature_degC	Qual_2_Water_Temperature	1_Salinity_PSU	Qual_1_Salinity	2_Salinity_PSU	Qual_2_Salinity	1_Dissolved_Oxygen_%Sat	1_Dissolved_Oxygen_mg/L	Qual_1_DO	2_Dissolved_Oxygen_%Sat	2_Dissolved_Oxygen_mg/L	Qual_2_DO	1_Chlorophyll_Fluorescence_ug/L	Qual_1_Chlorophyll_Fluorescence	2_Chlorophyll_Fluorescence_ug/L	Qual_2_Chlorophyll_Fluorescence	1_Turbidity_NTU	Qual_1_Turbidity	2_Turbidity_NTU	Qual_2_Turbidity	1_Sonde_pH	Qual_1_Sonde_pH	2_Sonde_pH	Qual_2_Sonde_pH	1_Density_kg/m^3	Qual_1_Water_Density	2_Density_kg/m^3	Qual_2_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Air_Pressure_inHg	Qual_Air_Pressure	Rain_Fall_in	Qual_Rain_Fall	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	1_Sonde_Batt_V	2_Sonde_Batt_V	Logger_Batt_V	1_Sonde_ID	2_Sonde_ID	
3/1/2023 12:00:00 AM	1.040	210	9.933	210	7.579	210	8.096	210	28.326	210	29.619	210	87.4	8.69	210	83.8	8.17	210	0.56	210	0.80	210	0.36	210	0.48	210	7.81	210	7.71	210	1022.09734	210	1023.08374	210															13.8	13.8	13.1			
3/1/2023 12:15:00 AM	1.003	210	9.885	210	7.072	210	8.097	210	26.607	210	29.629	210	88.0	8.96	210	83.6	8.15	210	0.47	210	0.88	210	0.36	210	0.48	210	7.83	210	7.71	210	1020.81098	210	1023.09028	210															13.8	13.8	13.0			
3/1/2023 12:30:00 AM	1.020	210	9.914	210	6.938	210	8.087	210	25.182	210	29.646	210	87.1	8.97	210	83.8	8.17	210	0.50	210	0.69	210	0.52	210	0.47	210	7.84	210	7.71	210	1019.70712	210	1023.10520	210															13.8	13.8	13.0			
3/1/2023 12:45:00 AM	1.027	210	9.915	210	7.106	210	8.091	210	25.187	210	29.649	210	87.2	8.95	210	83.6	8.15	210	0.50	210	0.74	210	0.48	210	0.48	210	7.82	210	7.71	210	1019.69155	210	1023.10697	210															13.8	13.8	13.1			
3/1/2023 1:00:00 AM	1.048	210	9.950	210	7.357	210	8.091	210	26.121	210	29.647	210	87.0	8.82	210	83.7	8.16	210	0.55	210	0.71	210	0.64	210	0.47	210	7.80	210	7.71	210	1020.39521	210	1023.10639	210															13.8	13.8	13.0			
3/1/2023 1:15:00 AM	1.035	210	9.928	210	7.571	210	8.101	210	26.860	210	29.659	210	86.2	8.66	210	83.6	8.14	210	0.63	210	0.69	210	0.71	210	0.53	210	7.80	210	7.71	210	1020.94868	210	1023.11469	210															13.8	13.8	13.0			
3/1/2023 1:30:00 AM	1.043	210	9.934	210	7.682	210	8.099	210	28.318	210	29.662	210	86.6	8.60	210	83.5	8.14	210	0.56	210	0.65	210	0.48	210	0.49	210	7.78	210	7.71	210	1022.07751	210	1023.11739	210															13.8	13.8	13.0			
3/1/2023 1:45:00 AM	1.038	210	9.923	210	7.791	210	8.099	210	27.845	210	29.658	210	85.3	8.46	210	83.5	8.13	210	0.59	210	0.72	210	0.40	210	0.52	210	7.80	210	7.71	210	1021.69266	210	1023.11275	210															13.8	13.8	13.0			
3/1/2023 2:00:00 AM	1.052	210	9.936	210	7.702	210	8.099	210	28.214	210	29.644	210	85.8	8.51	210	83.3	8.12	210	0.60	210	0.73	210	0.38	210	0.50	210	7.80	210	7.71	210	1021.99332	210	1023.10287	210															13.8	13.8	13.0			
3/1/2023 2:15:00 AM	1.053	210	9.944	210	7.865	210	8.099	210	28.947	210	29.631	210	85.6	8.42	210	83.3	8.12	210	0.65	210	0.92	210	0.36	210	0.49	210	7.79	210	7.71	210	1022.54677	210	1023.09276	210															13.8	13.8	13.0			
3/1/2023 2:30:00 AM	1.057	210	9.952	210	7.932	210	8.099	210	29.112	210	29.619	210	85.2	8.37	210	83.4	8.12	210	0.64	210	0.81	210	0.35	210	0.52	210	7.80	210	7.71	210	1022.66724	210	1023.08312	210															13.8	13.8	13.0			
3/1/2023 2:45:00 AM	1.020	210	9.909	210	7.286	210	8.099	210	26.638	210	29.629	210	87.2	8.82	210	83.3	8.11	210	0.56	210	0.79	210	0.33	210	0.47	210	7.83	210	7.71	210	1020.80944	210	1023.09029	210															13.8	13.8	13.0			
3/1/2023 3:00:00 AM	1.010	210	9.890	210	7.479	210	8.100	210	27.491	210	29.655	210	87.6	8.77	210	83.2	8.11	210	0.44	210	0.66	210	0.39	210	0.50	210	7.81	210	7.71	210	1021.45510	210	1023.11007	210															13.8	13.8	13.1			
3/1/2023 3:15:00 AM	0.993	210	9.874	210	7.468	210	8.097	210	27.447	210	29.649	210	87.5	8.77	210	83.3	8.12	210	0.49	210	0.79	210	0.45	210	0.46	210	7.81	210	7.71	210	1021.42166	210	1023.10597	210															13.8	13.8	13.0			
3/1/2023 3:30:00 AM	0.980	210	9.856	210	7.514	210	8.095	210	27.894	210	29.652	210	86.6	8.65	210	83.5	8.13	210	0.57	210	0.63	210	0.53	210	0.47	210	7.80	210	7.71	210	1021.76668	210	1023.10920	210															13.8	13.8	13.0			
3/1/2023 3:45:00 AM	0.956	210	9.828	210	7.379	210	8.104	210	27.281	210	29.672	210	87.9	8.84	210	83.3	8.11	210	0.55	210	0.65	210	0.44	210	0.54	210	7.81	210	7.71	210	1021.30313	210	1023.12315	210															13.8	13.8	13.1			
3/1/2023 4:00:00 AM	0.939	210	9.813	210	7.121	210	8.104	210	26.313	210	29.684	210	88.6	9.01	210	83.0	8.09	210	0.50	210	0.57	210	0.41	210	0.54	210	7.81	210	7.70	210	1020.57420	210	1023.13247	210															13.8	13.8	13.0			
3/1/2023 4:15:00 AM	0.916	210	9.776	210	7.273	210	8.105	210	26.859	210	29.682	210	89.1	9.00	210	83.1	8.09	210	0.51	210	0.64	210	0.42	210	0.55	210	7.80	210	7.70	210	1020.98439	210	1023.13106	210															13.8	13.8	13.0			
3/1/2023 4:30:00 AM	0.939	210	9.799	210	7.028	210	8.099	210	26.209	210	29.663	210	89.6	9.14	210	83.2	8.11	210	0.45	210	0.68	210	0.36	210	0.50	210	7.81	210	7.71	210	1020.50392	210	1023.11665	210															13.8	13.8	13.0			
3/1/2023 4:45:00 AM	0.902	210	9.767	210	7.027	210	8.098	210	26.101	210	29.662	210	89.6	9.15	210	83.3	8.12	210	0.54	210	0.70	210	0.40	210	0.47	210	7.81	210	7.71	210	1020.41849	210	1023.11568	210															13.8	13.8	13.1			
3/1/2023 5:00:00 AM	0.895	210	9.759	210	7.395	210	8.102	210	27.531	210	29.682	210	88.0	8.83	210	83.1	8.09	210	0.56	210	0.57	210	0.40	210	0.53	210	7.79	210	7.71	210	1021.49649	210	1023.13141	210															13.8	13.8	13.0			
3/1/2023 5:15:00 AM	0.881	210	9.746	210	7.509	210	8.103	210	28.096	210	29.675	210	87.0	8.68	210	83.0	8.09	210	0.53	210	0.63	210	0.42	210	0.52	210	7.79	210	7.71	210	1021.92595	210	1023.12598	210															13.8	13.8	13.1			
3/1/2023 5:30:00 AM	0.936	210	9.772	210	7.461	210	8.103	210	27.607	210	29.677	210	87.4	8.75	210	83.0	8.09	210	0.52	210	0.59	210	0.43	210	0.51	210	7.80	210	7.71	210	1021.54862	210	1023.12740	210															13.8	13.8	13.0			
3/1/2023 5:45:00 AM	0.898	210	9.765	210	6.973	210	8.104	210	26.628	210	29.672	210	89.4	9.10	210	82.9	8.07	210	0.41	210	0.65	210	0.42	210	0.52	210	7.82	210	7.71	210	1020.83901	210	1023.12327	210															13.8	13.8	13.0			
3/1/2023 6:00:00 AM	1.016	210	9.853	210	7.249	210	8.100	210	27.713	210	29.666	210	87.7	8.82	210	83.0	8.08	210	0.44	210	0.59	210	0.46	210	0.50	210	7.78	210	7.71	210	1021.65786	210	1023.11944	210															13.8	13.8	13.0			
3/1/2023 6:15:00 AM	0.988	210	9.883	210	6.850	210	8.100	210	25.333	210	29.665	210	87.4	9.01	210	82.9	8.07	210	0.44	210	0.67	210	0.55	210	0.49	210	7.81	210	7.70	210	1019.83635	210	1023.11856	210															13.7	13.8	13.1			
3/1/2023 6:30:00 AM	0.989	210	9.855	210	7.323	210	8.101	210	26.957	210	29.670	210	87.2	8.81	210	82.8	8.07	210	0.51	210	0.56	210	0.60	210	0.50	210	7.79	210	7.71	210	1021.05540	210	1023.12199	210															13.8	13.8	13.1			
3/1/2023 6:45:00 AM	0.953	210	9.816	210	7.626	210	8.102	210	27.427	210	29.664	210	85.4	8.53	210	82.8	8.07	210	0.57	210	0.68	210	0.61	210	0.49	210	7.79	210	7.70	210	1021.38639	210	1023.11724	210															13.8	13.8	13.1			
3/1/2023 7:00:00 AM	0.994	210	9.887	210	7.581	210	8.101	210	28.161	210	29.661	210	85.9	8.55	210	83.0	8.08	210	0.53	210	0.59	210	0.46	210	0.49	210	7.79	210	7.70	210	1021.96745	210	1023.11516	210															13.8	13.8	13.1			
3/1/2023 7:15:00 AM	1.021	210	9.876	210	7.618	210	8.100	210	27.835	210	29.660	210	85.6	8.53	210	82.8	8.06	210	0.57	210	0.68	210	0.58	210	0.49	210	7.80	210	7.70	210	1021.70711	210	1023.11405	210															13.8	13.8	13.0			
