**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* Site uses SBE HydroCat-EP sondes for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Meteorological data use Vaisala WXT510 stations. 
* 
* 
* 
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* 
* 
* 
* Site coordinates: Lat 47.37611, Long -122.45722 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Air_Pressure_inHg	Qual_Air_Pressure	Rain_Fall_in	Qual_Rain_Fall	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	
4/17/2023 12:00:00 AM	7.496	210	8.704	210	29.449	210	94.4	9.09	210	10.03	210	1.51	210	7.93	210	1022.85173	210	40.1	210	1.02	210	29.99	210	0.000	210	85.6	210	108	210	1.5	210	13.8	12.9		
4/17/2023 12:15:00 AM	7.707	210	8.686	210	29.463	210	92.9	8.94	210	11.05	210	2.15	210	7.92	210	1022.86668	210	39.9	210	1.01	210	29.98	210	0.000	210	85.5	210	103	210	1.7	210	13.8	12.8		
4/17/2023 12:30:00 AM	7.887	210	8.535	210	29.586	210	88.4	8.53	210	6.83	210	1.68	210	7.86	210	1022.98584	210	39.7	210	1.01	210	29.98	210	0.000	210	86.2	210	109	210	0.9	210	13.8	12.8		
4/17/2023 12:45:00 AM	8.058	210	8.529	210	29.585	210	85.9	8.29	210	6.74	210	1.36	210	7.84	210	1022.98682	210	39.3	210	1.01	210	29.98	210	0.000	210	87.1	210	113	210	1.4	210	13.8	12.8		
4/17/2023 1:00:00 AM	8.197	210	8.501	210	29.612	210	84.6	8.17	210	5.75	210	2.06	210	7.83	210	1023.01331	210	39.5	210	1.01	210	29.97	210	0.000	210	86.2	210	104	210	1.6	210	13.8	12.8		
4/17/2023 1:15:00 AM	8.342	210	8.482	210	29.625	210	84.0	8.11	210	5.13	210	2.28	210	7.82	210	1023.02579	210	39.7	210	1.00	210	29.96	210	0.000	210	84.3	210	127	210	2.3	210	13.8	12.8		
4/17/2023 1:30:00 AM	8.475	210	8.482	210	29.626	210	83.2	8.04	210	4.63	210	1.87	210	7.81	210	1023.02764	210	39.5	210	1.00	210	29.96	210	0.000	210	84.6	210	139	210	0.9	210	13.8	12.8		
4/17/2023 1:45:00 AM	8.547	210	8.518	210	29.597	210	83.9	8.10	210	5.39	210	1.58	210	7.82	210	1022.99983	210	39.5	210	1.01	210	29.95	210	0.000	210	85.2	210	104	210	1.2	210	13.8	12.8		
4/17/2023 2:00:00 AM	8.602	210	8.532	210	29.591	210	85.4	8.25	210	5.93	210	1.56	210	7.83	210	1022.99286	210	39.0	210	1.01	210	29.95	210	0.000	210	87.3	210	129	210	0.8	210	13.8	12.8		
4/17/2023 2:15:00 AM	8.650	210	8.489	210	29.621	210	83.6	8.08	210	4.88	210	2.25	210	7.82	210	1023.02414	210	38.4	210	1.01	210	29.94	210	0.000	210	88.7	210	132	210	0.8	210	13.8	12.8		
4/17/2023 2:30:00 AM	8.713	210	8.473	210	29.631	210	82.8	8.00	210	4.33	210	2.02	210	7.81	210	1023.03411	210	38.4	210	1.01	210	29.94	210	0.000	210	89.5	210	112	210	0.5	210	13.8	12.8		
4/17/2023 2:45:00 AM	8.745	210	8.473	210	29.633	210	82.2	7.94	210	4.59	210	2.08	210	7.80	210	1023.03530	210	38.4	210	1.00	210	29.94	210	0.000	210	89.3	210	212	210	1.9	210	13.8	12.8		
4/17/2023 3:00:00 AM	8.710	210	8.450	210	29.647	210	81.8	7.91	210	4.18	210	1.83	210	7.80	210	1023.04997	210	38.3	210	1.01	210	29.93	210	0.000	210	88.9	210	101	210	1.6	210	13.8	12.7		
4/17/2023 3:15:00 AM	8.690	210	8.440	210	29.651	210	82.4	7.96	210	4.58	210	1.21	210	7.80	210	1023.05413	210	38.3	210	1.01	210	29.92	210	0.000	210	88.9	210	122	210	1.0	210	13.8	12.8		
4/17/2023 3:30:00 AM	8.668	210	8.477	210	29.621	210	84.0	8.12	210	6.16	210	1.13	210	7.82	210	1023.02583	210	38.3	210	1.00	210	29.92	210	0.000	210	89.1	210	114	210	0.7	210	13.8	12.7		
4/17/2023 3:45:00 AM	8.590	210	8.458	210	29.643	210	82.4	7.96	210	4.69	210	1.66	210	7.80	210	1023.04431	210	37.7	210	1.01	210	29.91	210	0.000	210	89.6	210	181	210	0.6	210	13.8	12.7		
4/17/2023 4:00:00 AM	8.489	210	8.469	210	29.635	210	82.2	7.95	210	4.34	210	1.59	210	7.80	210	1023.03627	210	38.1	210	1.00	210	29.91	210	0.000	210	89.4	210	206	210	1.2	210	13.8	12.8		
4/17/2023 4:15:00 AM	8.402	210	8.472	210	29.631	210	82.4	7.96	210	4.81	210	1.53	210	7.80	210	1023.03316	210	38.4	210	1.01	210	29.90	210	0.000	210	89.8	210	212	210	0.4	210	13.8	12.7		
4/17/2023 4:30:00 AM	8.331	210	8.478	210	29.627	210	83.1	8.03	210	4.48	210	1.49	210	7.81	210	1023.02778	210	39.2	210	1.01	210	29.89	210	0.000	210	90.0	210	193	210	1.1	210	13.8	12.7		
4/17/2023 4:45:00 AM	8.200	210	8.492	210	29.618	210	84.2	8.13	210	4.92	210	1.33	210	7.82	210	1023.01917	210	39.0	210	1.01	210	29.89	210	0.000	210	90.0	210	73	210	0.7	210	13.8	12.7		
4/17/2023 5:00:00 AM	8.051	210	8.496	210	29.616	210	83.7	8.09	210	5.12	210	1.50	210	7.82	210	1023.01604	210	39.3	210	1.03	210	29.87	210	0.000	210	88.7	210	63	210	0.7	210	13.8	12.7		
4/17/2023 5:15:00 AM	7.958	210	8.511	210	29.598	210	84.2	8.13	210	5.92	210	1.08	210	7.82	210	1022.99937	210	39.3	210	4.39	210	29.87	210	0.000	210	88.5	210	175	210	0.4	210	13.8	12.7		
4/17/2023 5:30:00 AM	7.820	210	8.574	210	29.538	210	86.4	8.34	210	7.53	210	1.25	210	7.85	210	1022.94239	210	38.8	210	14.05	210	29.86	210	0.000	210	86.9	210	109	210	0.6	210	13.8	12.7		
4/17/2023 5:45:00 AM	7.640	210	8.566	210	29.554	210	86.6	8.35	210	6.46	210	1.18	210	7.85	210	1022.95555	210	39.3	210	36.40	210	29.86	210	0.000	210	84.6	210	115	210	0.4	210	13.8	12.8		
4/17/2023 6:00:00 AM	7.432	210	8.556	210	29.563	210	85.5	8.25	210	6.58	210	1.32	210	7.84	210	1022.96249	210	39.7	210	56.20	210	29.85	210	0.000	210	84.4	210	105	210	0.6	210	13.8	13.0		
4/17/2023 6:15:00 AM	7.257	210	8.538	210	29.572	210	82.6	7.97	210	7.14	210	1.42	210	7.82	210	1022.97091	210	40.2	210	53.80	210	29.84	210	0.000	210	82.6	210	100	210	0.4	210	13.8	13.2		
4/17/2023 6:30:00 AM	7.105	210	8.548	210	29.572	210	84.3	8.14	210	6.92	210	1.48	210	7.83	210	1022.96955	210	41.0	210	214.30	210	29.84	210	0.000	210	76.7	210	224	210	1.4	210	13.8	13.5		
4/17/2023 6:45:00 AM	6.941	210	8.541	210	29.539	210	88.2	8.52	210	6.49	210	0.69	210	7.86	210	1022.94373	210	42.2	210	133.02	210	29.83	210	0.000	210	70.8	210	86	210	0.4	210	13.8	14.1		
