**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 2, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic  SeaFET sensors for are used for high-precision pH.
* 
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Final values after correction from water samples are given by “SeaFET_EXT_pH_recal” and “SeaFET_INT_pH_recal”, and may substantially change pH from real-time calculations. ‘SeaFET_EXT_pH’ gives un-corrected values. Review qualifier codes prior to using data.

* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* 
* Site coordinates: Lat 47.39394, Long -122.46350 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Sonde_pH	Qual_Sonde_pH	Density_kg/m^3	Qual_Water_Density	Turbidity_NTU	Qual_Turbidity	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
2/12/2023 12:00:00 AM	1.128	210	8.218	210	28.836	210	97.3	9.50	210	2.29	210	7.85	210	1022.41287	210	0.73	210		999	7.031	300		999	8.284	210	6.167	330	13.8	13.3		-1.025000	-0.986000		
2/12/2023 12:15:00 AM	1.125	210	8.237	210	28.912	210	96.7	9.44	210	2.01	210	7.85	210	1022.46981	210	0.73	210		999	7.003	300		999	8.297	210	6.204	330	13.8	13.3		-1.027000	-0.984000		
2/12/2023 12:30:00 AM	1.129	210	8.245	210	28.947	210	95.3	9.30	210	2.67	210	7.84	210	1022.49589	210	1.20	210		999	6.697	300		999	8.299	210		440	13.8	13.3		-1.044000	-1.008000		
2/12/2023 12:45:00 AM	1.130	210	8.252	210	29.023	210	92.2	8.99	210	2.57	210	7.82	210	1022.55415	210	0.90	210		999	6.639	300		999	8.293	210		440	13.8	13.3		-1.047000	-1.010000		
2/12/2023 1:00:00 AM	1.130	210	8.247	210	29.170	210	90.5	8.82	210	3.17	210	7.81	210	1022.67045	210	1.02	210		999	6.673	300		999	8.289	210		440	13.8	13.3		-1.045000	-1.009000		
2/12/2023 1:15:00 AM	1.129	210	8.242	210	28.941	210	94.4	9.21	210	2.36	210	7.82	210	1022.49160	210	1.02	210		999	6.688	300		999	8.290	210		440	13.8	13.3		-1.044000	-1.007000		
2/12/2023 1:30:00 AM	1.128	210	8.256	210	29.096	210	91.8	8.95	210	3.10	210	7.81	210	1022.61107	210	1.14	210		999	6.999	300		999	8.282	210	6.153	330	13.8	13.3		-1.027000	-0.987000		
2/12/2023 1:45:00 AM	1.132	210	8.260	210	29.145	210	88.9	8.66	210	3.23	210	7.79	210	1022.64893	210	1.04	210		999	7.025	300		999	8.275	210	6.154	330	13.8	13.3		-1.025000	-0.987000		
2/12/2023 2:00:00 AM	1.133	210	8.241	210	29.191	210	90.6	8.83	210	2.08	210	7.80	210	1022.68721	210	0.83	210		999	7.007	300		999	8.276	210	6.154	330	13.8	13.3		-1.026000	-0.987000		
2/12/2023 2:15:00 AM	1.131	210	8.250	210	29.168	210	89.9	8.76	210	2.38	210	7.79	210	1022.66768	210	0.99	210		999	7.002	300		999	8.287	210	6.154	330	13.8	13.3		-1.027000	-0.987000		
2/12/2023 2:30:00 AM	1.129	210	8.257	210	29.103	210	88.4	8.61	210	2.08	210	7.79	210	1022.61646	210	0.69	210		999	7.001	300		999	8.292	210	6.171	330	13.8	13.3		-1.027000	-0.986000		
2/12/2023 2:45:00 AM	1.128	210	8.252	210	29.197	210	89.3	8.70	210	2.27	210	7.79	210	1022.69034	210	0.78	210		999	6.967	300		999	8.291	210	6.101	330	13.8	13.3		-1.029000	-0.990000		
2/12/2023 3:00:00 AM	1.134	210	8.260	210	29.217	210	88.9	8.65	210	1.97	210	7.78	210	1022.70481	210	0.77	210		999	7.002	300		999	8.284	210	6.191	330	13.8	13.3		-1.027000	-0.985000		
2/12/2023 3:15:00 AM	1.129	210	8.258	210	29.144	210	87.9	8.56	210	2.18	210	7.78	210	1022.64813	210	0.85	210		999	7.011	300		999	8.282	210	6.118	330	13.8	13.3		-1.026000	-0.989000		
2/12/2023 3:30:00 AM	1.128	210	8.255	210	29.128	210	87.4	8.52	210	2.50	210	7.77	210	1022.63633	210	0.58	210		999	6.982	300		999	8.284	210	6.064	330	13.8	13.3		-1.028000	-0.992000		
2/12/2023 3:45:00 AM	1.132	210	8.239	210	29.181	210	89.7	8.74	210	2.34	210	7.78	210	1022.67973	210	0.66	210		999	7.019	300		999	8.286	210	6.172	330	13.8	13.3		-1.026000	-0.986000		
2/12/2023 4:00:00 AM	1.128	210	8.236	210	29.169	210	89.7	8.74	210	2.40	210	7.79	210	1022.67100	210	0.80	210		999	6.985	300		999	8.288	210	6.154	330	13.8	13.3		-1.027000	-0.987000		
