**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 2, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic  SeaFET sensors for are used for high-precision pH.
* 
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Final values after correction from water samples are given by “SeaFET_EXT_pH_recal” and “SeaFET_INT_pH_recal”, and may substantially change pH from real-time calculations. ‘SeaFET_EXT_pH’ gives un-corrected values. Review qualifier codes prior to using data.

* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* 
* Site coordinates: Lat 47.39394, Long -122.46350 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Sonde_pH	Qual_Sonde_pH	Density_kg/m^3	Qual_Water_Density	Turbidity_NTU	Qual_Turbidity	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
3/10/2023 12:00:00 AM	0.848	210	7.342	210	28.322	210	151.7	15.17	210	6.67	210	8.49	210	1022.12362	210	1.10	210		999	7.710	300		999	7.412	210	6.847	210	13.8	13.3		-0.987000	-0.948000		
3/10/2023 12:15:00 AM	0.833	210	7.366	210	28.371	210	151.0	15.09	210	6.72	210	8.48	210	1022.15916	210	1.74	210		999	7.653	300		999	7.419	210	6.830	210	13.9	13.3		-0.990000	-0.949000		
3/10/2023 12:30:00 AM	0.822	210	7.421	210	28.486	210	152.9	15.24	210	8.11	210	8.49	210	1022.24205	210	1.22	210		999	7.662	300		999	7.409	210	6.831	210	13.8	13.3		-0.990000	-0.949000		
3/10/2023 12:45:00 AM	0.819	210	7.362	210	28.362	210	151.9	15.18	210	7.14	210	8.49	210	1022.15245	210	1.57	210		999	7.657	300		999	7.407	210	6.794	210	13.8	13.3		-0.990000	-0.951000		
3/10/2023 1:00:00 AM	0.819	210	7.382	210	28.393	210	151.6	15.14	210	9.18	210	8.48	210	1022.17462	210	1.21	210		999	7.625	300		999	7.415	210	6.812	210	13.8	13.3		-0.992000	-0.950000		
3/10/2023 1:15:00 AM	0.821	210	7.371	210	28.289	210	151.8	15.17	210	6.33	210	8.48	210	1022.09421	210	1.28	210		999	7.673	300		999	7.418	210	6.810	210	13.8	13.3		-0.989000	-0.950000		
3/10/2023 1:30:00 AM	0.819	210	7.327	210	28.029	210	147.2	14.75	210	6.09	210	8.47	210	1021.89562	210	2.15	210		999	7.595	300		999	7.410	210	6.788	210	13.8	13.3		-0.994000	-0.951000		
3/10/2023 1:45:00 AM	0.820	210	7.356	210	28.389	210	148.1	14.80	210	8.15	210	8.48	210	1022.17441	210	1.06	210		999	7.640	300		999	7.378	210	6.776	210	13.8	13.3		-0.991000	-0.952000		
3/10/2023 2:00:00 AM	0.820	210	7.335	210	28.262	210	149.8	14.99	210	6.19	210	8.48	210	1022.07764	210	1.54	210		999	7.583	300		999	7.361	210	6.792	210	13.8	13.3		-0.994000	-0.951000		
3/10/2023 2:15:00 AM	0.823	210	7.353	210	28.305	210	151.1	15.11	210	7.27	210	8.48	210	1022.10894	210	1.19	210		999	7.615	300		999	7.354	210	6.811	210	13.8	13.3		-0.993000	-0.950000		
3/10/2023 2:30:00 AM	0.820	210	7.340	210	28.269	210	151.0	15.10	210	6.96	210	8.48	210	1022.08243	210	1.27	210		999	7.675	300		999	7.367	210	6.792	210	13.8	13.3		-0.989000	-0.951000		
3/10/2023 2:45:00 AM	0.820	210	7.392	210	28.389	210	151.2	15.10	210	8.03	210	8.47	210	1022.16974	210	2.00	210		999	7.620	300		999	7.368	210	6.794	210	13.8	13.3		-0.992000	-0.951000		
3/10/2023 3:00:00 AM	0.821	210	7.392	210	28.394	210	151.0	15.08	210	7.88	210	8.47	210	1022.17390	210	1.93	210		999	7.574	300		999	7.384	210	6.704	210	13.8	13.3		-0.995000	-0.956000		
3/10/2023 3:15:00 AM	0.821	210	7.401	210	28.412	210	150.6	15.03	210	8.33	210	8.47	210	1022.18655	210	2.08	210		999	7.537	300		999	7.405	210	6.705	210	13.8	13.3		-0.997000	-0.956000		
3/10/2023 3:30:00 AM	0.823	210	7.415	210	28.460	210	149.2	14.88	210	10.86	210	8.47	210	1022.22260	210	2.09	210		999	7.531	300		999	7.426	210	6.651	210	13.8	13.3		-0.997000	-0.959000		
3/10/2023 3:45:00 AM	0.822	210	7.449	210	28.597	210	148.6	14.80	210	11.82	210	8.46	210	1022.32549	210	1.97	210		999	7.501	300		999	7.446	210	6.635	210	13.8	13.3		-0.999000	-0.960000		
3/10/2023 4:00:00 AM	0.823	210	7.473	210	28.720	210	146.9	14.61	210	12.23	210	8.45	210	1022.41899	210	1.99	210		999	7.470	300		999	7.464	210	6.655	210	13.8	13.3		-1.001000	-0.959000		
