**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* Site uses SBE HydroCat-EP sondes for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Meteorological data use Vaisala WXT510 stations. 
* 
* There are two sondes at the Seattle Aquarium site: at approximately 1 m and 10 m depths. The sondes are distinguished in the column header by the number at the end of the parameter name (1 = 1 m, 2 = 10 m).
* Meteorological data are no longer available at this site beginning March 14, 2019.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* 
* 
* 
* Site coordinates: Lat 47.60786, Long -122.34360 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 9> Missing data.
***END***
Date	1_Depth_m	Qual_1_Depth	2_Depth_m	Qual_2_Depth	1_Water_Temperature_degC	Qual_1_Water_Temperature	2_Water_Temperature_degC	Qual_2_Water_Temperature	1_Salinity_PSU	Qual_1_Salinity	2_Salinity_PSU	Qual_2_Salinity	1_Dissolved_Oxygen_%Sat	1_Dissolved_Oxygen_mg/L	Qual_1_DO	2_Dissolved_Oxygen_%Sat	2_Dissolved_Oxygen_mg/L	Qual_2_DO	1_Chlorophyll_Fluorescence_ug/L	Qual_1_Chlorophyll_Fluorescence	2_Chlorophyll_Fluorescence_ug/L	Qual_2_Chlorophyll_Fluorescence	1_Turbidity_NTU	Qual_1_Turbidity	2_Turbidity_NTU	Qual_2_Turbidity	1_Sonde_pH	Qual_1_Sonde_pH	2_Sonde_pH	Qual_2_Sonde_pH	1_Density_kg/m^3	Qual_1_Water_Density	2_Density_kg/m^3	Qual_2_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Air_Pressure_inHg	Qual_Air_Pressure	Rain_Fall_in	Qual_Rain_Fall	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	1_Sonde_Batt_V	2_Sonde_Batt_V	Logger_Batt_V	1_Sonde_ID	2_Sonde_ID	
4/17/2023 12:00:00 AM	1.074	210	9.966	210	8.738	210	8.495	210	26.278	210	29.586	210	95.2	9.34	210	92.3	8.92	210	0.68	210	1.14	210	0.36	210	0.28	210	7.91	210	7.82	210	1020.33903	210	1023.00218	210															11.7	13.8	13.0			
4/17/2023 12:15:00 AM	1.077	210	9.959	210	8.694	210	8.487	210	26.321	210	29.536	210	95.3	9.36	210	92.3	8.92	210	0.61	210	1.21	210	0.30	210	0.28	210	7.91	210	7.82	210	1020.37824	210	1022.96364	210															11.7	13.8	12.9			
4/17/2023 12:30:00 AM	1.060	210	9.974	210	8.632	210	8.507	210	26.301	210	29.577	210	95.1	9.36	210	92.8	8.97	210	0.62	210	1.32	210	0.30	210	0.26	210	7.90	210	7.82	210	1020.37115	210	1022.99321	210															11.7	13.8	13.1			
4/17/2023 12:45:00 AM	1.067	210	9.974	210	8.688	210	8.505	210	27.314	210	29.595	210	94.4	9.22	210	92.9	8.98	210	0.81	210	1.26	210	0.27	210	0.27	210	7.89	210	7.82	210	1021.15536	210	1023.00704	210															11.7	13.8	12.9			
4/17/2023 1:00:00 AM	1.070	210	9.993	210	8.629	210	8.525	210	28.414	210	29.594	210	93.1	9.04	210	93.2	9.00	210	0.81	210	1.31	210	0.27	210	0.27	210	7.88	210	7.82	210	1022.02377	210	1023.00368	210															11.7	13.8	13.1			
4/17/2023 1:15:00 AM	1.062	210	9.974	210	8.653	210	8.521	210	26.638	210	29.588	210	93.9	9.22	210	93.0	8.98	210	0.77	210	1.24	210	0.25	210	0.27	210	7.91	210	7.82	210	1020.63189	210	1022.99991	210															11.7	13.8	13.1			
4/17/2023 1:30:00 AM	1.058	210	9.972	210	8.605	210	8.541	210	26.292	210	29.584	210	93.9	9.24	210	93.4	9.02	210	0.61	210	1.41	210	0.24	210	0.26	210	7.91	210	7.83	210	1020.36772	210	1022.99374	210															11.7	13.8	12.9			
4/17/2023 1:45:00 AM	1.050	210	10.007	210	8.558	210	8.551	210	26.708	210	29.600	210	94.8	9.31	210	93.7	9.04	210	0.77	210	1.37	210	0.23	210	0.27	210	7.89	210	7.82	210	1020.69925	210	1023.00463	210															11.6	13.8	13.0			
4/17/2023 2:00:00 AM	1.090	210	10.011	210	8.595	210	8.553	210	28.713	210	29.596	210	92.8	9.00	210	93.7	9.04	210	0.83	210	1.37	210	0.25	210	0.26	210	7.88	210	7.82	210	1022.26248	210	1023.00162	210															11.7	13.8	13.1			
4/17/2023 2:15:00 AM	1.068	210	9.987	210	8.560	210	8.550	210	28.995	210	29.575	210	92.3	8.94	210	93.9	9.06	210	0.83	210	1.39	210	0.23	210	0.28	210	7.88	210	7.83	210	1022.48790	210	1022.98558	210															11.6	13.8	13.1			
4/17/2023 2:30:00 AM	1.066	210	9.992	210	8.578	210	8.585	210	28.889	210	29.545	210	92.4	8.95	210	94.2	9.08	210	0.76	210	1.58	210	0.24	210	0.24	210	7.88	210	7.83	210	1022.40256	210	1022.95702	210															11.6	13.8	13.1			
4/17/2023 2:45:00 AM	1.069	210	9.972	210	8.573	210	8.555	210	28.820	210	29.523	210	92.2	8.94	210	93.8	9.05	210	0.77	210	1.30	210	0.24	210	0.26	210	7.89	210	7.83	210	1022.34935	210	1022.94399	210															11.6	13.8	13.1			
4/17/2023 3:00:00 AM	1.062	210	9.974	210	8.545	210	8.586	210	29.187	210	29.533	210	92.3	8.93	210	94.0	9.07	210	0.88	210	1.48	210	0.24	210	0.25	210	7.89	210	7.83	210	1022.64067	210	1022.94683	210															11.6	13.8	13.1			
4/17/2023 3:15:00 AM	1.052	210	9.968	210	8.556	210	8.575	210	29.348	210	29.541	210	92.7	8.95	210	94.2	9.09	210	1.09	210	1.42	210	0.24	210	0.27	210	7.89	210	7.83	210	1022.76465	210	1022.95456	210															11.6	13.8	13.0			
4/17/2023 3:30:00 AM	1.032	210	9.949	210	8.545	210	8.548	210	29.263	210	29.553	210	92.4	8.94	210	93.7	9.05	210	0.84	210	1.32	210	0.22	210	0.29	210	7.89	210	7.83	210	1022.69951	210	1022.96820	210															11.7	13.8	13.1			
4/17/2023 3:45:00 AM	1.006	210	9.907	210	8.543	210	8.554	210	29.341	210	29.556	210	91.9	8.88	210	93.6	9.03	210	0.78	210	1.39	210	0.21	210	0.33	210	7.89	210	7.83	210	1022.76152	210	1022.96907	210															11.6	13.8	13.1			
4/17/2023 4:00:00 AM	0.966	210	9.857	210	8.466	210	8.556	210	27.194	210	29.565	210	91.8	9.01	210	93.7	9.04	210	0.75	210	1.50	210	0.23	210	0.26	210	7.91	210	7.83	210	1021.09205	210	1022.97543	210															11.6	13.8	13.0			
4/17/2023 4:15:00 AM	0.909	210	9.785	210	8.481	210	8.581	210	27.864	210	29.571	210	90.9	8.89	210	93.9	9.06	210	0.73	210	1.38	210	0.23	210	0.27	210	7.88	210	7.83	210	1021.61459	210	1022.97649	210															11.6	13.8	13.0			
4/17/2023 4:30:00 AM	0.848	210	9.716	210	8.480	210	8.591	210	28.484	210	29.579	210	90.4	8.80	210	94.1	9.07	210	0.72	210	1.43	210	0.23	210	0.26	210	7.88	210	7.83	210	1022.09814	210	1022.98036	210															11.6	13.8	13.0			
4/17/2023 4:45:00 AM	0.775	210	9.610	210	8.301	210	8.622	210	27.318	210	29.587	210	91.6	9.02	210	94.7	9.12	210	0.70	210	1.27	210	0.21	210	0.26	210	7.88	210	7.83	210	1021.21039	210	1022.98249	210															11.6	13.8	13.1			
4/17/2023 5:00:00 AM	0.644	210	9.512	210	8.139	210	8.590	210	26.866	210	29.583	210	92.6	9.18	210	94.3	9.09	210	0.78	210	1.28	210	0.24	210	0.26	210	7.89	210	7.83	210	1020.87754	210	1022.98358	210															11.6	13.8	13.0			
4/17/2023 5:15:00 AM	0.548	210	9.394	210	8.429	210	8.543	210	27.154	210	29.609	210	92.1	9.07	210	93.6	9.03	210	0.78	210	1.17	210	0.21	210	0.30	210	7.89	210	7.83	210	1021.06412	210	1023.00951	210															11.6	13.8	13.1			
4/17/2023 5:30:00 AM	0.399	210	9.271	210	7.689	210	8.605	210	24.562	210	29.581	210	93.2	9.47	210	93.9	9.05	210	0.82	210	1.35	210	0.23	210	0.26	210	7.92	210	7.83	210	1019.12914	210	1022.97813	210															11.6	13.8	13.1			
