**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 2, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic  SeaFET sensors for are used for high-precision pH.
* 
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Final values after correction from water samples are given by “SeaFET_EXT_pH_recal” and “SeaFET_INT_pH_recal”, and may substantially change pH from real-time calculations. ‘SeaFET_EXT_pH’ gives un-corrected values. Review qualifier codes prior to using data.

* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* 
* Site coordinates: Lat 47.39394, Long -122.46350 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Sonde_pH	Qual_Sonde_pH	Density_kg/m^3	Qual_Water_Density	Turbidity_NTU	Qual_Turbidity	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
4/12/2023 12:00:00 AM	1.058	210	10.224	210	27.689	210	147.3	13.86	210	18.25	210	8.50	210	1021.21902	210	1.83	210		999	7.524	300		999	10.170	210	6.707	210	13.8	13.3		-0.997000	-0.954000		
4/12/2023 12:15:00 AM	1.056	210	10.226	210	27.723	210	148.0	13.92	210	17.70	210	8.50	210	1021.24534	210	1.51	210		999	7.553	300		999	10.175	210	6.708	210	13.8	13.3		-0.995000	-0.954000		
4/12/2023 12:30:00 AM	1.055	210	10.224	210	27.723	210	148.0	13.93	210	18.32	210	8.50	210	1021.24586	210	1.77	210		999	7.583	300		999	10.200	210	6.707	210	13.8	13.3		-0.994000	-0.954000		
4/12/2023 12:45:00 AM	1.055	210	10.234	210	27.780	210	148.0	13.92	210	18.23	210	8.50	210	1021.28830	210	1.43	210		999	7.566	300		999	10.222	210	6.761	210	13.8	13.3		-0.995000	-0.951000		
4/12/2023 1:00:00 AM	1.056	210	10.225	210	27.792	210	148.1	13.93	210	17.96	210	8.50	210	1021.29933	210	1.75	210		999	7.556	300		999	10.233	210	6.762	210	13.8	13.3		-0.995000	-0.951000		
4/12/2023 1:15:00 AM	1.056	210	10.274	210	27.848	210	148.3	13.93	210	16.82	210	8.50	210	1021.33503	210	1.71	210		999	7.559	300		999	10.243	210	6.727	210	13.8	13.3		-0.995000	-0.953000		
4/12/2023 1:30:00 AM	1.055	210	10.301	210	27.899	210	148.3	13.91	210	16.47	210	8.50	210	1021.37060	210	1.98	210		999	7.546	300		999	10.247	210	6.745	210	13.8	13.3		-0.996000	-0.952000		
4/12/2023 1:45:00 AM	1.051	210	10.444	210	28.146	210	147.5	13.77	210	15.51	210	8.48	210	1021.53959	210	1.98	210		999	7.532	300		999	10.252	210	6.696	210	13.8	13.3		-0.997000	-0.955000		
4/12/2023 2:00:00 AM	1.051	210	10.463	210	28.187	210	147.3	13.75	210	23.08	210	8.48	210	1021.56845	210	2.50	210		999	7.546	300		999	10.257	210	6.732	210	13.8	13.3		-0.996000	-0.953000		
4/12/2023 2:15:00 AM	1.054	210	10.491	210	28.200	210	146.7	13.68	210	16.55	210	8.47	210	1021.57402	210	2.23	210		999	7.540	300		999	10.300	210	6.714	210	13.8	13.3		-0.996000	-0.954000		
4/12/2023 2:30:00 AM	1.054	210	10.505	210	28.224	210	145.1	13.52	210	18.43	210	8.46	210	1021.59045	210	1.79	210		999	7.563	300		999	10.349	210	6.732	210	13.8	13.3		-0.995000	-0.953000		
4/12/2023 2:45:00 AM	1.054	210	10.471	210	28.302	210	144.7	13.50	210	17.54	210	8.46	210	1021.65691	210	1.86	210		999	7.562	300		999	10.387	210	6.733	210	13.8	13.3		-0.995000	-0.953000		
4/12/2023 3:00:00 AM	1.058	210	10.293	210	28.398	210	144.7	13.53	210	17.66	210	8.44	210	1021.76039	210	1.62	210		999	7.530	300		999	10.418	210	6.752	210	13.8	13.3		-0.997000	-0.952000		
4/12/2023 3:15:00 AM	1.056	210	10.287	210	28.402	210	144.8	13.54	210	20.15	210	8.44	210	1021.76394	210	2.50	210		999	7.497	300		999	10.430	210	6.680	210	13.8	13.3		-0.998000	-0.956000		
4/12/2023 3:30:00 AM	1.056	210	10.293	210	28.400	210	144.6	13.53	210	18.66	210	8.44	210	1021.76157	210	1.91	210		999	7.477	300		999	10.419	210	6.663	210	13.8	13.3		-1.000000	-0.957000		
4/12/2023 3:45:00 AM	1.054	210	10.228	210	28.381	210	144.0	13.49	210	20.71	210	8.43	210	1021.75716	210	2.17	210		999	7.461	300		999	10.407	210	6.698	210	13.8	13.3		-1.000000	-0.955000		
4/12/2023 4:00:00 AM	1.061	210	10.249	210	28.367	210	143.4	13.43	210	24.67	210	8.43	210	1021.74282	210	2.50	210		999	7.477	300		999	10.390	210	6.663	210	13.8	13.3		-1.000000	-0.957000		
4/12/2023 4:15:00 AM	1.061	210	10.262	210	28.359	210	143.7	13.46	210	25.53	210	8.43	210	1021.73496	210	2.50	210		999	7.494	300		999	10.386	210	6.627	210	13.8	13.3		-0.999000	-0.959000		
